Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),Coverage (%) Donor29_Thermolysin_FT,Coverage (%) Donor30_Thermolysin_A,Coverage (%) Donor30_Thermolysin_B,Coverage (%) Donor30_Thermolysin_C,Coverage (%) Donor30_Thermolysin_D,Coverage (%) Donor30_Thermolysin_E,Coverage (%) Donor30_Thermolysin_F,Coverage (%) Donor30_Thermolysin_G,Coverage (%) Donor30_Thermolysin_H,Coverage (%) Donor30_Thermolysin_FT,Coverage (%) Donor29_Thermolysin_A,Coverage (%) Donor29_Thermolysin_B,Coverage (%) Donor29_Thermolysin_C,Coverage (%) Donor29_Thermolysin_D,Coverage (%) Donor29_Thermolysin_E,Coverage (%) Donor29_Thermolysin_F,Coverage (%) Donor29_Thermolysin_G,Coverage (%) Donor29_Thermolysin_H,Coverage (%) Donor29_TrypLysC_A,Coverage (%) Donor29_TrypLysC_B,Coverage (%) Donor29_TrypLysC_C,Coverage (%) Donor29_TrypLysC_D,Coverage (%) Donor29_TrypLysC_E,Coverage (%) Donor29_TrypLysC_F,Coverage (%) Donor29_TrypLysC_G,Coverage (%) Donor29_TrypLysC_H,Coverage (%) Donor29_TrypLysC_FT,Coverage (%) Donor30_TrypLysC_A,Coverage (%) Donor30_TrypLysC_B,Coverage (%) Donor30_TrypLysC_C,Coverage (%) Donor30_TrypLysC_D,Coverage (%) Donor30_TrypLysC_E,Coverage (%) Donor30_TrypLysC_F,Coverage (%) Donor30_TrypLysC_G,Coverage (%) Donor30_TrypLysC_H,Coverage (%) Donor24_TrypLysC_A,Coverage (%) Donor24_TrypLysC_B,Coverage (%) Donor24_TrypLysC_C,Coverage (%) Donor24_TrypLysC_D,Coverage (%) Donor24_TrypLysC_E,Coverage (%) Donor24_TrypLysC_FT,Coverage (%) Donor24_TrypLysC_F,Coverage (%) Donor24_TrypLysC_G,Coverage (%) Donor24_TrypLysC_H,Coverage (%) Donor24_Thermolysin_A,Coverage (%) Donor24_Thermolysin_B,Coverage (%) Donor24_Thermolysin_C,Coverage (%) Donor24_Thermolysin_D,Coverage (%) Donor24_Thermolysin_E,Coverage (%) Donor24_Thermolysin_FT,Coverage (%) Donor24_Thermolysin_F,Coverage (%) Donor24_Thermolysin_G,Coverage (%) Donor24_Thermolysin_H,Area Donor29_Thermolysin_FT,Area Donor30_Thermolysin_A,Area Donor30_Thermolysin_B,Area Donor30_Thermolysin_C,Area Donor30_Thermolysin_D,Area Donor30_Thermolysin_E,Area Donor30_Thermolysin_F,Area Donor30_Thermolysin_G,Area Donor30_Thermolysin_H,Area Donor30_Thermolysin_FT,Area Donor29_Thermolysin_A,Area Donor29_Thermolysin_B,Area Donor29_Thermolysin_C,Area Donor29_Thermolysin_D,Area Donor29_Thermolysin_E,Area Donor29_Thermolysin_F,Area Donor29_Thermolysin_G,Area Donor29_Thermolysin_H,Area Donor29_TrypLysC_A,Area Donor29_TrypLysC_B,Area Donor29_TrypLysC_C,Area Donor29_TrypLysC_D,Area Donor29_TrypLysC_E,Area Donor29_TrypLysC_F,Area Donor29_TrypLysC_G,Area Donor29_TrypLysC_H,Area Donor29_TrypLysC_FT,Area Donor30_TrypLysC_A,Area Donor30_TrypLysC_B,Area Donor30_TrypLysC_C,Area Donor30_TrypLysC_D,Area Donor30_TrypLysC_E,Area Donor30_TrypLysC_F,Area Donor30_TrypLysC_G,Area Donor30_TrypLysC_H,Area Donor24_TrypLysC_A,Area Donor24_TrypLysC_B,Area Donor24_TrypLysC_C,Area Donor24_TrypLysC_D,Area Donor24_TrypLysC_E,Area Donor24_TrypLysC_FT,Area Donor24_TrypLysC_F,Area Donor24_TrypLysC_G,Area Donor24_TrypLysC_H,Area Donor24_Thermolysin_A,Area Donor24_Thermolysin_B,Area Donor24_Thermolysin_C,Area Donor24_Thermolysin_D,Area Donor24_Thermolysin_E,Area Donor24_Thermolysin_FT,Area Donor24_Thermolysin_F,Area Donor24_Thermolysin_G,Area Donor24_Thermolysin_H,#Peptides,#Unique,#Spec Donor29_Thermolysin_FT,#Spec Donor30_Thermolysin_A,#Spec Donor30_Thermolysin_B,#Spec Donor30_Thermolysin_C,#Spec Donor30_Thermolysin_D,#Spec Donor30_Thermolysin_E,#Spec Donor30_Thermolysin_F,#Spec Donor30_Thermolysin_G,#Spec Donor30_Thermolysin_H,#Spec Donor30_Thermolysin_FT,#Spec Donor29_Thermolysin_A,#Spec Donor29_Thermolysin_B,#Spec Donor29_Thermolysin_C,#Spec Donor29_Thermolysin_D,#Spec Donor29_Thermolysin_E,#Spec Donor29_Thermolysin_F,#Spec Donor29_Thermolysin_G,#Spec Donor29_Thermolysin_H,#Spec Donor29_TrypLysC_A,#Spec Donor29_TrypLysC_B,#Spec Donor29_TrypLysC_C,#Spec Donor29_TrypLysC_D,#Spec Donor29_TrypLysC_E,#Spec Donor29_TrypLysC_F,#Spec Donor29_TrypLysC_G,#Spec Donor29_TrypLysC_H,#Spec Donor29_TrypLysC_FT,#Spec Donor30_TrypLysC_A,#Spec Donor30_TrypLysC_B,#Spec Donor30_TrypLysC_C,#Spec Donor30_TrypLysC_D,#Spec Donor30_TrypLysC_E,#Spec Donor30_TrypLysC_F,#Spec Donor30_TrypLysC_G,#Spec Donor30_TrypLysC_H,#Spec Donor24_TrypLysC_A,#Spec Donor24_TrypLysC_B,#Spec Donor24_TrypLysC_C,#Spec Donor24_TrypLysC_D,#Spec Donor24_TrypLysC_E,#Spec Donor24_TrypLysC_FT,#Spec Donor24_TrypLysC_F,#Spec Donor24_TrypLysC_G,#Spec Donor24_TrypLysC_H,#Spec Donor24_Thermolysin_A,#Spec Donor24_Thermolysin_B,#Spec Donor24_Thermolysin_C,#Spec Donor24_Thermolysin_D,#Spec Donor24_Thermolysin_E,#Spec Donor24_Thermolysin_FT,#Spec Donor24_Thermolysin_F,#Spec Donor24_Thermolysin_G,#Spec Donor24_Thermolysin_H,PTM,Avg. Mass,Description
17,34,P02671|FIBA_HUMAN,99.2,428.89,67,9,20,44,47,36,14,7,3,0,3,20,42,44,33,17,5,3,0,27,36,48,47,43,19,12,6,18,23,35,53,46,39,15,12,11,26,36,53,48,45,21,20,13,8,19,38,47,30,11,3,5,1,0,1.0953E8,3.2716E9,1.3097E10,1.8122E10,2.6495E9,1.8324E8,6.5442E7,3.8449E7,,4.4282E6,3.192E9,1.7258E10,2.2144E10,3.1551E9,3.1157E8,4.956E7,4.9623E7,,5.6301E9,1.2227E10,1.5971E10,7.425E9,1.2181E9,1.9625E8,3.1745E7,3.1502E7,1.1401E8,1.1117E10,2.1808E10,2.276E10,5.7066E9,1.1189E9,1.9326E8,1.5326E8,7.3385E7,1.267E10,2.0778E10,2.6755E10,9.8623E9,2.3096E9,3.404E8,3.5943E8,1.241E8,5.9293E7,2.3691E9,1.0637E10,7.5991E9,8.7169E8,7.1053E7,1.2435E7,1.8012E7,6.5004E6,,139,139,12,33,110,133,82,12,4,2,0,3,36,98,133,88,25,4,3,0,62,100,140,109,67,31,11,6,19,68,113,156,119,62,18,17,11,93,106,183,139,81,31,32,17,11,33,94,106,59,9,2,3,1,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (ST); Methylation(K); 4 more,94973,Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2
28,33,P01031|CO5_HUMAN,99.2,427.11,75,2,9,24,29,20,1,1,1,0,0,10,25,31,20,4,0,1,0,15,24,33,37,40,24,10,5,6,12,21,29,35,32,15,13,5,15,20,30,37,34,9,20,16,6,13,24,30,18,3,0,0,0,0,3.8019E6,4.2174E8,8.8493E8,8.3238E8,1.929E8,4.8577E6,1.7159E6,6.5411E5,,,4.58E8,7.3714E8,8.488E8,1.7422E8,6.2764E6,,9.0662E5,,9.5363E8,1.7729E9,2.0766E9,1.378E9,7.0438E8,2.2789E8,3.7564E7,1.4031E7,6.4379E6,6.7432E8,1.9707E9,1.8375E9,7.722E8,4.0751E8,7.6965E7,3.7307E7,1.2488E7,8.7597E8,1.6416E9,1.8213E9,1.1608E9,6.2047E8,1.46E7,1.4915E8,7.1625E7,1.0357E7,5.1886E8,8.3437E8,6.9028E8,1.4625E8,6.4131E6,,,,,197,196,4,20,48,61,42,3,2,1,0,0,17,49,60,34,6,0,1,0,44,63,94,104,82,44,18,10,10,40,61,75,82,66,25,23,9,43,57,83,99,76,16,36,30,9,29,49,64,37,6,0,0,0,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Methylation(K); Sodium adduct; Ubiquitin,188304,Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4
27,25,P08603|CFAH_HUMAN,99.2,424.44,83,3,6,32,46,31,6,2,0,0,1,7,38,39,27,7,1,2,0,20,41,51,49,47,25,7,6,12,18,41,53,49,42,15,15,8,23,43,52,52,46,12,31,15,6,7,32,32,27,4,0,0,0,0,7.1139E5,6.1604E7,6.7363E8,1.2286E9,2.2868E8,1.3192E7,1.5128E6,,,1.8678E6,1.3358E8,8.8253E8,1.3289E9,2.625E8,1.6606E7,8.7578E5,9.7112E5,,6.5164E8,2.0974E9,2.8111E9,1.4975E9,4.6921E8,8.0993E7,5.6047E6,4.0082E6,7.3735E6,4.5371E8,3.0662E9,3.0333E9,9.2901E8,2.9617E8,3.9156E7,1.6982E7,7.4651E6,9.0327E8,2.3665E9,3.3221E9,1.5076E9,5.19E8,1.0767E7,8.427E7,2.1003E7,5.4732E6,1.9603E8,6.5992E8,5.0181E8,1.2164E8,8.2317E6,,,,,163,145,2,10,55,84,49,8,2,0,0,2,13,65,82,46,8,1,1,0,37,84,109,99,73,31,9,7,14,32,96,125,88,58,15,18,10,43,98,126,107,73,13,32,19,9,12,58,63,33,4,0,0,0,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Methylation(K); Dimethylation (K); 2 more,139096,Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4
6,21,P02679-2|FIBG_HUMAN,99.2,419.98,89,44,34,63,75,65,36,27,26,0,2,36,63,70,71,46,26,22,5,30,46,66,79,78,68,53,24,38,34,49,66,77,76,67,62,26,32,58,67,84,80,41,75,67,40,31,65,73,57,32,7,7,3,2,,1.582E9,1.1407E9,1.5284E8,3.1492E7,3.6318E6,2.2846E6,1.4333E6,,,1.5962E9,1.9776E9,2.4784E8,2.2118E7,3.7212E6,1.5617E6,1.3887E6,1.7792E6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9932E9,4.1642E8,1.2934E8,,1.6958E6,,8.9514E5,,6.1563E5,136,3,21,49,112,104,85,20,9,10,0,1,41,112,125,82,31,10,11,2,68,126,152,160,133,73,33,17,30,98,173,153,176,135,52,57,23,99,156,165,233,180,39,85,50,27,43,90,98,60,19,3,3,1,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (Y); Phosphorylation (ST); 5 more,49497,Isoform Gamma-A of Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG
7,27,P02679|FIBG_HUMAN,99.2,419.37,89,42,31,63,72,61,32,24,23,0,2,32,64,65,66,42,23,19,2,29,45,64,76,75,66,51,23,37,33,47,64,74,73,64,59,25,31,61,65,81,77,40,73,64,38,28,65,69,55,28,7,5,3,0,,,3.3568E7,,,,,,,,,4.7009E7,,,,,,,,,,,,,,,,,,,,,,,,,1.6113E7,,,,,,,,,1.4736E7,,,,,,,,135,2,21,45,110,100,83,19,8,9,0,1,40,106,120,81,30,9,10,1,68,126,152,160,133,73,33,17,30,98,173,153,176,135,52,57,23,99,157,165,233,180,39,85,50,27,40,88,95,60,18,3,2,1,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (Y); Phosphorylation (ST); 5 more,51512,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3
21,22,P02787|TRFE_HUMAN,99.2,414.45,89,15,34,49,50,45,15,5,0,0,2,29,48,50,46,16,1,1,0,38,50,56,57,56,43,29,14,37,32,53,55,55,55,39,38,26,42,50,53,55,64,33,40,30,22,33,49,51,43,5,0,2,1,0,2.4082E7,5.3466E9,7.1255E9,6.0968E9,1.0607E9,8.2475E7,1.5062E7,,,1.1769E6,4.6908E9,8.5252E9,6.2925E9,1.1384E9,1.0525E8,6.7994E6,3.4879E6,,3.7797E9,9.5359E9,1.2674E10,7.1658E9,2.7217E9,4.93E8,1.2343E8,2.3618E7,1.3867E8,5.131E9,1.2262E10,1.4603E10,4.6902E9,1.6312E9,3.9274E8,2.1876E8,7.0901E7,6.3027E9,1.1797E10,1.5474E10,7.4048E9,3.3727E9,3.1712E8,6.1883E8,2.5876E8,6.0472E7,3.9476E9,6.1027E9,3.8886E9,6.8558E8,6.4483E7,,4.8871E5,7.9041E5,,150,148,11,46,75,84,64,13,4,0,0,1,33,72,79,58,14,1,1,0,61,111,146,122,81,42,22,9,30,53,120,132,111,69,32,32,18,69,121,129,119,96,31,43,23,19,37,68,84,52,8,0,1,1,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (Y); Phosphorylation (ST); 6 more,77064,Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3
12,36,P01871|IGHM_HUMAN,99.2,410.55,94,24,48,64,68,58,34,21,16,6,0,47,68,70,64,42,20,12,3,23,34,45,52,56,34,28,22,21,27,43,48,45,51,59,34,23,37,42,52,61,65,31,63,62,27,32,64,63,45,19,0,10,3,7,2.21E8,7.7488E9,3.3189E10,2.6051E10,7.675E9,6.5401E8,1.2036E8,3.1398E7,6.3591E6,,7.7637E9,5.0457E10,3.2865E10,6.3554E9,5.9705E8,9.9277E7,3.1233E7,2.1124E6,2.1731E9,7.9261E9,1.1253E10,9.8967E9,4.6838E9,3.1136E9,1.1854E9,1.6714E8,4.48E7,8.8943E9,3.3495E10,4.606E10,2.867E10,1.0154E10,5.3297E9,2.3875E9,4.5374E8,1.8317E10,3.6244E10,6.4311E10,6.6565E10,2.4659E10,4.289E8,1.7826E10,6.769E9,9.5571E8,2.6486E9,1.4864E10,7.0113E9,1.2917E9,1.3211E8,,1.4523E7,3.6919E5,4.9745E6,134,134,19,58,139,136,94,27,10,7,2,0,59,156,143,102,34,8,6,1,24,56,64,59,53,24,17,10,9,53,129,158,112,61,49,31,17,77,185,234,144,130,26,71,50,19,33,105,100,53,14,0,3,1,2,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (ST); Methylation(K); 4 more,49440,Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4
29,26,P04003|C4BPA_HUMAN,99.2,410.20,86,9,23,49,59,48,16,5,0,0,3,22,52,65,52,22,6,0,0,25,38,51,57,58,38,19,3,14,28,45,52,53,50,33,24,11,32,40,53,59,58,24,45,37,8,21,49,59,49,15,0,1,1,0,1.7044E7,1.3779E9,4.5087E9,5.1929E9,1.3315E9,6.4876E7,2.994E6,,,2.0575E6,1.5945E9,5.9256E9,6.7227E9,2.3219E9,9.8954E7,3.5723E6,,,1.3046E9,2.0726E9,5.3017E9,4.0614E9,1.247E9,1.3102E8,1.6616E7,4.7624E6,1.8314E7,2.3914E9,3.8186E9,7.9489E9,3.215E9,8.1122E8,5.7817E7,3.2284E7,1.9485E7,3.0896E9,3.1167E9,9.6649E9,5.3536E9,1.7303E9,6.0002E7,2.0783E8,5.382E7,1.0421E7,1.2991E9,3.3554E9,2.6514E9,9.2294E8,6.8359E7,,2.0394E5,1.2843E5,,115,115,6,27,62,89,57,10,3,0,0,1,22,57,106,76,12,3,0,0,26,49,76,78,64,26,9,2,12,33,59,82,67,59,16,14,7,45,57,93,87,71,17,29,16,7,20,52,76,38,10,0,1,1,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (Y); Phosphorylation (ST); 4 more,67033,C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2
107,57,P21333|FLNA_HUMAN,99.2,408.22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,35,0,0,0,1,0,0,0,0,47,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4.5571E5,6.4691E5,,,,9.8445E7,,,,3.8192E5,,,,,1.1071E9,,,2.8243E5,,,,,,5.637E6,,,,,,,,,,,,102,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,77,0,0,0,3,0,0,0,0,149,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Sodium adduct; Ubiquitin,280737,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4
107,56,P21333-2|FLNA_HUMAN,99.2,408.22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,35,0,0,0,1,0,0,0,0,47,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4.5571E5,6.4691E5,,,,9.8445E7,,,,3.8192E5,,,,,1.1071E9,,,2.8243E5,,,,,,5.637E6,,,,,,,,,,,,102,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,77,0,0,0,3,0,0,0,0,149,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Sodium adduct; Ubiquitin,280016,Isoform 2 of Filamin-A OS=Homo sapiens OX=9606 GN=FLNA
33,15,P00747|PLMN_HUMAN,99.2,406.18,89,2,14,32,44,30,4,3,0,0,0,10,32,45,27,6,1,0,0,22,39,58,64,53,26,10,2,17,23,35,52,56,44,20,13,6,23,41,48,63,48,15,17,7,1,12,35,40,20,3,0,0,0,0,3.5575E5,2.5128E8,7.8974E8,5.4706E8,2.3754E8,1.0171E6,1.3921E6,,,,1.6187E8,7.346E8,5.4483E8,3.1948E8,1.0232E6,,,,7.2125E8,2.283E9,3.1069E9,2.1963E9,9.5461E8,1.202E8,2.3775E7,2.4562E5,1.3689E7,7.7399E8,2.4134E9,2.1861E9,9.3949E8,4.8435E8,4.4819E7,3.0555E7,9.7944E6,5.3718E8,1.6022E9,1.7656E9,1.4497E9,7.7461E8,1.504E7,1.0381E8,3.0931E7,3.529E5,3.2706E8,9.6031E8,5.2501E8,1.7316E8,1.4507E6,,,,,122,109,1,13,30,44,31,4,2,0,0,0,11,36,44,23,5,1,0,0,32,60,89,78,61,19,7,2,13,29,57,71,63,37,10,10,6,27,57,68,82,55,10,12,6,1,14,48,42,19,4,0,0,0,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Dimethylation (K); Sodium adduct; Ubiquitin,90569,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2
5,14,P01857|IGHG1_HUMAN,99.2,405.42,100,29,44,65,83,71,44,30,16,7,0,37,54,84,76,28,29,25,7,26,50,52,70,66,63,58,37,47,37,48,61,69,62,60,60,38,27,47,64,68,65,40,63,59,39,31,68,85,68,35,18,16,16,11,3.9788E7,7.9043E8,6.24E9,4.6128E9,1.2149E9,1.1187E8,5.3378E7,5.8711E7,4.1245E6,,4.2698E8,8.15E9,4.1671E9,8.6886E8,3.0717E7,4.5903E7,4.59E7,6.444E6,8.9482E7,4.8322E9,3.6271E10,4.0552E10,2.7624E10,4.0936E9,9.1101E8,4.7386E8,3.0412E8,1.1173E8,3.8052E9,3.0353E10,2.7289E10,1.3548E10,3.28E9,1.3591E9,6.6175E8,1.3555E8,4.3277E9,2.792E10,3.4028E10,2.6128E10,1.6685E8,5.429E9,1.2846E9,5.0839E8,4.3256E8,1.1371E10,8.0442E9,1.4138E9,2.8702E7,2.8968E6,1.0586E7,8.3566E6,5.0155E6,118,45,16,52,101,154,102,28,12,4,2,0,46,123,158,99,29,10,7,2,54,119,192,195,202,97,34,15,19,80,152,193,157,171,66,48,24,65,158,196,155,190,20,107,57,20,46,109,145,113,29,7,7,5,3,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (Y); Phosphorylation (ST); 6 more,36106,Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1
23,65,P20742|PZP_HUMAN,99.2,401.68,73,2,8,24,35,28,4,3,0,0,1,10,25,32,28,7,1,2,0,12,21,32,35,37,25,14,6,6,11,20,29,30,34,21,16,6,14,18,26,36,36,7,27,21,11,12,26,33,28,6,1,1,0,0,3.9698E5,2.6033E8,6.0054E8,5.4387E8,1.0906E8,1.0724E6,3.4785E5,,,,2.7783E8,4.799E8,5.1127E8,1.4521E8,1.0808E7,,1.8077E6,,4.634E8,8.0009E8,7.547E8,7.2943E8,3.7997E8,1.0819E8,1.8127E7,4.0271E6,1.3786E6,2.8531E8,1.061E9,7.5679E8,4.3502E8,2.253E8,4.9588E7,2.3862E7,2.1366E6,2.9402E8,7.1452E8,7.0551E8,7.662E8,4.1351E8,4.5398E6,8.678E7,3.3041E7,8.2077E6,2.616E8,5.5503E8,3.5702E8,8.8954E7,8.5953E6,,,,,182,133,5,15,61,95,69,8,4,0,0,1,18,54,79,77,12,2,3,0,37,70,85,110,106,55,26,13,11,36,67,85,76,80,38,29,13,39,60,74,121,114,16,77,37,20,23,58,79,59,9,1,1,0,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (Y); Phosphorylation (ST); 2 more,163862,Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4
24,45,P01009|A1AT_HUMAN,99.2,388.75,83,22,32,43,51,42,26,14,12,2,0,37,50,51,45,25,9,15,0,25,39,55,62,66,57,33,22,18,21,35,51,57,55,49,40,30,28,37,55,64,64,25,55,46,15,30,49,51,46,18,9,8,2,2,5.0159E6,2.6227E8,8.1898E8,1.4008E9,6.0679E8,3.0324E7,7.6012E5,6.0998E6,,,2.1931E8,1.2157E9,1.2681E9,8.3842E8,4.6584E7,1.4723E7,1.1551E7,,1.0185E9,1.4763E9,1.0335E9,1.7369E9,9.3735E8,3.1279E8,2.8087E7,,2.433E7,1.0805E9,2.0099E9,1.1184E9,9.8639E8,5.4923E8,1.2715E8,2.6853E7,8.7714E6,7.9584E8,1.5624E9,9.1902E8,1.2277E9,7.1013E8,3.9316E7,2.2116E8,6.2888E7,,3.0656E8,1.4109E9,9.3572E8,3.5644E8,4.5728E7,3.1476E6,4.9505E6,,,110,26,16,28,50,70,55,15,6,6,1,0,30,55,77,54,17,6,9,0,34,59,99,117,100,51,17,12,19,33,52,83,104,69,34,21,16,36,51,92,104,91,18,49,28,10,25,59,67,53,16,4,6,1,2,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Dimethylation (K); Trimethylation (K); 2 more,46737,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3
52,112,Q9Y6R7|FCGBP_HUMAN,99.2,387.91,34,0,2,3,5,3,0,0,0,0,0,2,5,7,3,1,0,0,0,1,3,5,9,3,1,0,0,0,2,5,9,8,4,1,2,0,3,6,9,13,9,0,2,0,0,1,3,3,1,0,0,0,0,0,,2.6859E7,6.0277E7,7.4379E7,2.5109E7,9.5198E5,,,,,4.8823E7,1.1276E8,1.6613E8,3.3447E7,3.006E6,,,,1.1078E7,6.1737E7,4.8882E7,6.3698E7,1.4129E7,3.1669E6,6.9128E5,1.0909E5,6.5479E4,5.1769E7,2.2326E8,1.652E8,7.3241E7,1.3465E7,5.5846E5,2.4873E6,2.9199E5,9.302E7,1.2863E8,2.2818E8,1.8453E8,4.5676E7,,4.9952E6,6.2123E5,,1.3248E7,3.2736E7,1.8822E7,5.4307E6,,,,,,152,152,0,10,13,23,15,1,0,0,0,0,11,22,36,16,4,0,0,0,5,14,24,37,11,6,2,1,1,14,34,39,34,14,2,8,2,16,27,45,58,29,0,9,1,0,6,12,12,5,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M),572021,IgGFc-binding protein OS=Homo sapiens OX=9606 GN=FCGBP PE=1 SV=3
137,75,Q09666|AHNK_HUMAN,99.2,379.11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2.7921E7,,,,,,,,,4.3606E8,,,,,,,,,3.2785E5,,,,,,,,,,,,125,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (ST); Dimethylation (K); Sodium adduct,629114,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2
22,59,P01859|IGHG2_HUMAN,99.2,373.36,99,34,39,71,72,64,39,26,3,3,5,49,73,81,71,40,21,17,3,19,21,36,54,54,51,32,15,18,21,26,46,54,52,46,41,27,23,29,46,55,62,21,52,47,21,29,66,73,64,25,3,8,3,3,1.4152E7,7.1423E8,3.2775E9,2.6695E9,9.4545E8,6.4724E7,1.1685E7,,,8.9086E5,5.7817E8,5.4572E9,3.75E9,1.1038E9,5.6122E7,4.8739E6,7.525E5,,2.271E8,9.0675E8,6.6881E8,1.1619E9,9.8698E8,2.8159E8,2.5632E7,3.9474E6,,1.0237E9,3.5509E9,1.2087E9,2.5214E9,1.9246E9,4.3037E8,1.7036E8,2.2783E7,1.3281E9,3.7892E9,1.3218E9,5.2387E9,4.6521E9,5.5513E7,7.815E8,5.0223E8,2.5144E7,1.5655E7,1.6452E9,8.5946E8,2.0058E8,1.4476E7,,0,,,97,34,13,39,92,128,98,18,8,1,1,2,47,119,144,101,25,6,5,1,15,35,73,76,79,30,12,4,6,18,55,98,81,85,32,21,11,26,67,104,108,102,12,44,27,11,26,66,102,74,13,2,3,2,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (ST); Methylation(K); 4 more,35901,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2
32,51,P01009-2|A1AT_HUMAN,99.2,371.58,81,22,27,38,46,36,20,13,10,3,0,33,43,46,39,19,7,14,0,23,41,54,56,64,53,31,26,17,19,37,47,51,52,45,39,30,28,39,54,58,60,25,52,41,17,25,43,45,40,15,7,5,3,3,,,,,,,,,,,,,,,,,,,,,,,1.8009E6,,,,,,,,3.5458E6,,,,,,,,,,,,,,,,,,,,,,,85,1,14,20,34,46,34,12,5,5,1,0,23,38,49,36,13,4,7,0,30,55,92,96,86,40,14,12,17,28,48,77,85,55,28,19,14,32,46,83,84,76,16,43,24,10,17,41,42,38,11,3,5,1,2,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Dimethylation (K); Trimethylation (K); 2 more,40263,Isoform 2 of Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1
