Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Donor24_TrypLysC_A Spectral Count	Donor24_TrypLysC_B Spectral Count	Donor24_TrypLysC_C Spectral Count	Donor24_TrypLysC_D Spectral Count	Donor24_TrypLysC_E Spectral Count	Donor24_TrypLysC_F Spectral Count	Donor24_TrypLysC_FT Spectral Count	Donor24_TrypLysC_G Spectral Count	Donor24_TrypLysC_H Spectral Count	Donor29_TrypLysC_A Spectral Count	Donor29_TrypLysC_B Spectral Count	Donor29_TrypLysC_C Spectral Count	Donor29_TrypLysC_D Spectral Count	Donor29_TrypLysC_E Spectral Count	Donor29_TrypLysC_F Spectral Count	Donor29_TrypLysC_FT Spectral Count	Donor29_TrypLysC_G Spectral Count	Donor29_TrypLysC_H Spectral Count	Donor30_TrypLysC_A Spectral Count	Donor30_TrypLysC_B Spectral Count	Donor30_TrypLysC_C Spectral Count	Donor30_TrypLysC_D Spectral Count	Donor30_TrypLysC_E Spectral Count	Donor30_TrypLysC_F Spectral Count	Donor30_TrypLysC_FT Spectral Count	Donor30_TrypLysC_G Spectral Count	Donor30_TrypLysC_H Spectral Count	Donor24_TrypLysC_A Unique Spectral Count	Donor24_TrypLysC_B Unique Spectral Count	Donor24_TrypLysC_C Unique Spectral Count	Donor24_TrypLysC_D Unique Spectral Count	Donor24_TrypLysC_E Unique Spectral Count	Donor24_TrypLysC_F Unique Spectral Count	Donor24_TrypLysC_FT Unique Spectral Count	Donor24_TrypLysC_G Unique Spectral Count	Donor24_TrypLysC_H Unique Spectral Count	Donor29_TrypLysC_A Unique Spectral Count	Donor29_TrypLysC_B Unique Spectral Count	Donor29_TrypLysC_C Unique Spectral Count	Donor29_TrypLysC_D Unique Spectral Count	Donor29_TrypLysC_E Unique Spectral Count	Donor29_TrypLysC_F Unique Spectral Count	Donor29_TrypLysC_FT Unique Spectral Count	Donor29_TrypLysC_G Unique Spectral Count	Donor29_TrypLysC_H Unique Spectral Count	Donor30_TrypLysC_A Unique Spectral Count	Donor30_TrypLysC_B Unique Spectral Count	Donor30_TrypLysC_C Unique Spectral Count	Donor30_TrypLysC_D Unique Spectral Count	Donor30_TrypLysC_E Unique Spectral Count	Donor30_TrypLysC_F Unique Spectral Count	Donor30_TrypLysC_FT Unique Spectral Count	Donor30_TrypLysC_G Unique Spectral Count	Donor30_TrypLysC_H Unique Spectral Count	Donor24_TrypLysC_A Total Spectral Count	Donor24_TrypLysC_B Total Spectral Count	Donor24_TrypLysC_C Total Spectral Count	Donor24_TrypLysC_D Total Spectral Count	Donor24_TrypLysC_E Total Spectral Count	Donor24_TrypLysC_F Total Spectral Count	Donor24_TrypLysC_FT Total Spectral Count	Donor24_TrypLysC_G Total Spectral Count	Donor24_TrypLysC_H Total Spectral Count	Donor29_TrypLysC_A Total Spectral Count	Donor29_TrypLysC_B Total Spectral Count	Donor29_TrypLysC_C Total Spectral Count	Donor29_TrypLysC_D Total Spectral Count	Donor29_TrypLysC_E Total Spectral Count	Donor29_TrypLysC_F Total Spectral Count	Donor29_TrypLysC_FT Total Spectral Count	Donor29_TrypLysC_G Total Spectral Count	Donor29_TrypLysC_H Total Spectral Count	Donor30_TrypLysC_A Total Spectral Count	Donor30_TrypLysC_B Total Spectral Count	Donor30_TrypLysC_C Total Spectral Count	Donor30_TrypLysC_D Total Spectral Count	Donor30_TrypLysC_E Total Spectral Count	Donor30_TrypLysC_F Total Spectral Count	Donor30_TrypLysC_FT Total Spectral Count	Donor30_TrypLysC_G Total Spectral Count	Donor30_TrypLysC_H Total Spectral Count	Donor24_TrypLysC_A Intensity	Donor24_TrypLysC_B Intensity	Donor24_TrypLysC_C Intensity	Donor24_TrypLysC_D Intensity	Donor24_TrypLysC_E Intensity	Donor24_TrypLysC_F Intensity	Donor24_TrypLysC_FT Intensity	Donor24_TrypLysC_G Intensity	Donor24_TrypLysC_H Intensity	Donor29_TrypLysC_A Intensity	Donor29_TrypLysC_B Intensity	Donor29_TrypLysC_C Intensity	Donor29_TrypLysC_D Intensity	Donor29_TrypLysC_E Intensity	Donor29_TrypLysC_F Intensity	Donor29_TrypLysC_FT Intensity	Donor29_TrypLysC_G Intensity	Donor29_TrypLysC_H Intensity	Donor30_TrypLysC_A Intensity	Donor30_TrypLysC_B Intensity	Donor30_TrypLysC_C Intensity	Donor30_TrypLysC_D Intensity	Donor30_TrypLysC_E Intensity	Donor30_TrypLysC_F Intensity	Donor30_TrypLysC_FT Intensity	Donor30_TrypLysC_G Intensity	Donor30_TrypLysC_H Intensity	Donor24_TrypLysC_A MaxLFQ Intensity	Donor24_TrypLysC_B MaxLFQ Intensity	Donor24_TrypLysC_C MaxLFQ Intensity	Donor24_TrypLysC_D MaxLFQ Intensity	Donor24_TrypLysC_E MaxLFQ Intensity	Donor24_TrypLysC_F MaxLFQ Intensity	Donor24_TrypLysC_FT MaxLFQ Intensity	Donor24_TrypLysC_G MaxLFQ Intensity	Donor24_TrypLysC_H MaxLFQ Intensity	Donor29_TrypLysC_A MaxLFQ Intensity	Donor29_TrypLysC_B MaxLFQ Intensity	Donor29_TrypLysC_C MaxLFQ Intensity	Donor29_TrypLysC_D MaxLFQ Intensity	Donor29_TrypLysC_E MaxLFQ Intensity	Donor29_TrypLysC_F MaxLFQ Intensity	Donor29_TrypLysC_FT MaxLFQ Intensity	Donor29_TrypLysC_G MaxLFQ Intensity	Donor29_TrypLysC_H MaxLFQ Intensity	Donor30_TrypLysC_A MaxLFQ Intensity	Donor30_TrypLysC_B MaxLFQ Intensity	Donor30_TrypLysC_C MaxLFQ Intensity	Donor30_TrypLysC_D MaxLFQ Intensity	Donor30_TrypLysC_E MaxLFQ Intensity	Donor30_TrypLysC_F MaxLFQ Intensity	Donor30_TrypLysC_FT MaxLFQ Intensity	Donor30_TrypLysC_G MaxLFQ Intensity	Donor30_TrypLysC_H MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A075B6J9|LV218_HUMAN	A0A075B6J9	LV218_HUMAN	IGLV2-18	118	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin lambda variable 2-18	1.0	0.999	5	38	37	39	0	3	5	5	3	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	6	6	2	0	0	1	0	0	3	5	5	3	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	5	6	2	0	0	1	0	0	3	5	5	3	1	1	0	0	0	1	1	1	1	0	0	0	0	0	2	6	6	2	0	0	1	0	0.0	7.1084448E7	6.235104E7	7.0408888E7	6.5867528E7	2.8905648E7	2.5624156E7	7607868.5	3.6334996E7	0.0	1.8186074E7	3.3678868E7	1.7116658E7	1.2922229E7	2.0679948E7	0.0	1.5036456E7	1.789694E7	0.0	2.158579E7	8.6302416E7	6.971336E7	4.6455192E7	0.0	2.1357332E7	5.3186944E7	3039042.2	0.0	3.7146332E7	3.0728004E7	4.1213452E7	4.0988844E7	1.7590806E7	1.692977E7	0.0	1.9555288E7	0.0	0.0	2.2046284E7	1.1166976E7	7540612.5	0.0	0.0	7117554.0	0.0	0.0	0.0	3.5084952E7	3.5447976E7	3.018186E7	0.0	1.3588702E7	2.7681208E7	0.0	
sp|A0A075B6K2|LV312_HUMAN	A0A075B6K2	LV312_HUMAN	IGLV3-12	115	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin lambda variable 3-12	0.99	0.999	3	2	2	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A075B6K4|LV310_HUMAN	A0A075B6K4	LV310_HUMAN	IGLV3-10	115	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin lambda variable 3-10	1.0	0.999	5	11	7	24	0	2	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	4	4	2	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	5	1	2	0	0	0	0	0	8659249.0	3.0539654E7	2823343.2	6932959.5	4985547.5	0.0	8446852.0	0.0	0.0	0.0	1.2142622E7	1.9698714E7	7813509.0	0.0	0.0	2969431.8	0.0	0.0	0.0	2.4681092E7	2672855.8	1.0872583E7	0.0	0.0	0.0	0.0	0.0	0.0	2.4069586E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7518846E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A075B6K5|LV39_HUMAN	A0A075B6K5	LV39_HUMAN	IGLV3-9	115	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin lambda variable 3-9	1.0	0.999	7	36	36	100	0	2	3	4	2	1	0	2	0	0	1	3	3	3	1	0	1	0	1	2	2	3	2	0	0	0	0	0	2	3	4	2	1	0	2	0	0	1	3	3	3	1	0	1	0	1	2	2	3	2	0	0	0	0	0	6	10	11	9	2	0	2	0	0	3	10	6	5	2	0	2	0	3	7	9	8	5	0	0	0	0	5.827764E7	6.0100104E7	4.9777684E7	1.7473992E7	2.5241454E7	2.422432E7	0.0	1.9884066E7	8334178.5	2.5678306E7	1.94855E7	4.9079616E7	3.710464E7	3.2820484E7	1.093688E8	0.0	2.5748018E7	0.0	3.9589408E7	3.3119884E7	5.3254504E7	2.1578696E7	3.0690276E7	0.0	4915633.0	8482227.0	0.0	1.03660136E8	1.05359928E8	1.840628E7	4505993.0	8100967.0	8964584.0	0.0	6766289.5	0.0	0.0	0.0	2.4917242E7	9817756.0	1.0314833E7	6.3324832E7	0.0	1.0424864E7	0.0	0.0	5.5805476E7	3.5234028E7	8352414.5	1.0612074E7	0.0	0.0	4683924.0	0.0	
sp|A0A075B6K6|LV403_HUMAN	A0A075B6K6	LV403_HUMAN	IGLV4-3	122	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin lambda variable 4-3	1.0	0.9987	2	3	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0.0	0.0	3623662.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6827028E7	3858220.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A075B6P5|KV228_HUMAN	A0A075B6P5	KV228_HUMAN	IGKV2-28	120	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 2-28	1.0	0.999	5	60	0	60	3	4	4	2	3	3	1	2	1	1	2	3	2	3	2	1	2	0	1	3	4	3	3	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	2	3	3	1	2	1	1	2	3	2	3	2	1	2	0	1	3	4	3	3	2	1	3	1	1.10466648E8	1.40936864E8	1.52849104E8	1.01759344E8	1.14120504E8	6.5738628E7	1.35711584E8	1.15512032E8	1.41402464E8	5.2646384E7	6.81088E7	8.6661952E7	7.7362864E7	6.0796324E7	2.94944448E8	7.5236504E7	7.9763472E7	9.5044016E7	7.0486968E7	8.8880104E7	1.26898968E8	1.42483744E8	8.355076E7	6.7077892E7	1.31439688E8	1.38486336E8	1.23135376E8	7.2219776E7	1.254264E8	0.0	1.00710992E8	1.08584144E8	6.3616144E7	1.09456528E8	1.13145504E8	1.29921328E8	3.05227E7	5.431754E7	0.0	7.7583744E7	5.2314968E7	2.79137312E8	0.0	7.7404224E7	7.620396E7	5.6443156E7	6.9302296E7	0.0	1.07826768E8	6.3881228E7	0.0	1.0705796E8	9.989912E7	8.5638696E7	sp|P01615|KVD28_HUMAN
sp|A0A075B6Q5|HV364_HUMAN	A0A075B6Q5	HV364_HUMAN	IGHV3-64	118	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-64	1.0	0.9989	5	36	31	36	4	4	2	0	1	0	0	1	0	6	3	1	0	1	0	0	0	0	4	5	1	1	2	0	0	0	0	4	4	1	0	1	0	0	0	0	6	3	1	0	0	0	0	0	0	4	5	1	1	0	0	0	0	0	4	4	2	0	1	0	0	1	0	6	3	1	0	1	0	0	0	0	4	5	1	1	2	0	0	0	0	0.0	0.0	0.0	5020171.0	6277522.5	2.0604568E7	0.0	1.294829E7	0.0	0.0	0.0	8082128.5	0.0	3658115.5	4.0969948E7	0.0	1.09545E7	0.0	0.0	0.0	0.0	0.0	6148510.0	2693823.2	0.0	7254150.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A075B6R2|HV404_HUMAN	A0A075B6R2	HV404_HUMAN	IGHV4-4	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 4-4	1.0	0.999	5	128	27	157	1	1	12	9	15	6	1	3	1	1	2	11	8	8	6	0	1	1	1	2	11	9	8	5	1	3	1	1	1	2	1	3	1	1	1	0	1	1	1	0	2	0	0	1	0	1	1	1	2	2	0	1	1	1	3	2	14	10	16	7	1	4	2	3	3	12	9	9	7	0	1	2	2	5	12	10	9	6	2	4	2	3.2374222E7	5.253858E7	7.0929056E7	1.07786752E8	4.19911712E8	7.4324912E7	4.6544368E7	3.24531008E8	1.8876944E8	6.1257792E7	5.5814376E7	6.4872112E7	7.9120576E7	1.01524328E8	1.72313306E9	2.0838674E7	1.8200184E8	9.3415056E7	6.102744E7	6.5736452E7	7.5334536E7	1.04722184E8	3.14325568E8	5.32208192E8	3.110567E7	3.18134368E8	1.78704512E8	0.0	6.4389676E7	3.7704728E7	3.939062E7	1.40891872E8	2.5701536E7	2.034435E7	2.06181744E8	8.1836856E7	0.0	6.0077944E7	3.3579964E7	3.6258592E7	4.37027E7	6.7877696E8	1.7482852E7	1.09277096E8	6.6452912E7	0.0	7.8612536E7	3.7683472E7	6.5595824E7	1.8585664E8	3.72104256E8	9331086.0	1.4592752E8	1.0157624E8	
sp|A0A075B6R9|KVD24_HUMAN	A0A075B6R9	KVD24_HUMAN	IGKV2D-24	120	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable non-functional immunoglobulin kappa variable 2D-24	1.0	0.999	4	54	0	54	3	2	3	6	4	3	2	2	0	2	2	0	3	3	0	0	0	0	3	2	2	5	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	6	4	3	2	2	0	2	2	0	3	3	0	0	0	0	3	2	2	5	4	1	1	1	0	9.642844E7	9.8832976E7	6.8667728E7	1.01890272E8	9.5449624E7	1.31360704E8	1.36866432E8	6.7158592E7	4.3884148E7	9.1737672E7	6.0375952E7	3.5725412E7	2.4816752E7	3.5495872E7	2.48239088E8	0.0	2.2237832E7	2.0075354E7	7.2393248E7	4.7805352E7	5.2553584E7	7.4907424E7	6.2101556E7	3.4365388E7	9.3440632E7	5.2371924E7	5.0495972E7	4.2619192E7	6.9602408E7	5.3116392E7	3.2186312E7	4.2984616E7	3.4816912E7	7.5676224E7	2.7593942E7	3.6797136E7	4.3719304E7	4.4980224E7	2.6441676E7	1.7992844E7	2.5967554E7	1.01506552E8	0.0	1.9122344E7	0.0	4.7807024E7	3.2497222E7	3.9785844E7	3.7101288E7	2.2849592E7	3.7857452E7	5.0912472E7	4.4299268E7	3.2226852E7	sp|A0A0C4DH68|KV224_HUMAN
sp|A0A075B6S2|KVD29_HUMAN	A0A075B6S2	KVD29_HUMAN	IGKV2D-29	120	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 2D-29	1.0	0.999	5	19	2	53	2	2	3	3	0	0	0	0	0	2	2	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8	5	0	0	0	0	0	3	5	4	0	0	0	0	0	0	4	6	5	0	0	0	0	0	0	7.9071952E7	5.2980056E7	3.3038932E7	5097899.0	198367.36	0.0	0.0	0.0	0.0	6.437864E7	5.194828E7	1516713.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5244024E7	2534572.5	0.0	0.0	0.0	0.0	0.0	0.0	4.5293692E7	2.9399068E7	1.5274657E7	1818147.0	0.0	0.0	0.0	0.0	0.0	3.6821868E7	2.975205E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5912194E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A075B6S5|KV127_HUMAN	A0A075B6S5	KV127_HUMAN	IGKV1-27	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 1-27	1.0	0.999	5	19	19	96	0	0	0	3	3	2	0	2	1	0	0	0	1	1	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	3	3	2	0	2	1	0	0	0	1	1	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	8	18	11	0	14	5	0	0	0	5	8	10	0	0	0	0	0	0	5	12	0	0	0	0	0.0	0.0	0.0	7.5554072E7	1.0466672E8	1.1024988E8	0.0	1.9352002E7	6.264172E7	0.0	0.0	0.0	1147565.9	3.8755444E7	3.0547888E8	0.0	0.0	2.3237776E7	0.0	0.0	0.0	4989428.5	7.919728E7	5.2719444E7	0.0	5.0243784E7	2.1234838E7	0.0	0.0	0.0	5.1122612E7	4.5833472E7	5.5103744E7	0.0	2.598433E7	3.9504536E7	0.0	0.0	0.0	0.0	2.0833626E7	2.42643296E8	0.0	0.0	0.0	0.0	0.0	0.0	1722858.5	4.2600856E7	0.0	0.0	2.8213666E7	0.0	
sp|A0A075B6S9|KV137_HUMAN	A0A075B6S9	KV137_HUMAN	IGKV1-37	117	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable non-functional immunoglobulinn kappa variable 1-37	1.0	0.9987	3	24	0	32	0	0	0	2	3	1	0	2	0	0	0	0	2	3	2	0	1	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	0	3	0	0	0	0	2	4	3	0	1	0	0	0	0	2	2	3	0	3	0	0.0	0.0	0.0	1046750.8	0.0	1.416348E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01538328E8	0.0	0.0	0.0	0.0	0.0	0.0	5261000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0DSN7|KVD37_HUMAN
sp|A0A087WSX0|LV545_HUMAN	A0A087WSX0	LV545_HUMAN	IGLV5-45	123	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin lambda variable 5-45	1.0	0.999	4	21	10	21	1	1	0	2	2	1	0	0	0	2	1	0	1	2	0	0	0	0	0	2	0	3	2	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	1	0	0	0	1	1	0	2	2	1	0	0	0	2	1	0	1	2	0	0	0	0	0	2	0	3	2	1	0	0	0	9.0833776E7	1.3113224E7	0.0	7514156.5	1.8253084E7	1.378438E7	0.0	1.4153344E7	1.0389646E7	8.0447936E7	1628045.9	1.2362236E7	6014835.5	1.464387E7	6.8579624E7	0.0	1.5496534E7	0.0	0.0	3.8460384E7	8972305.0	1.0246008E7	1.7128112E7	6041256.5	0.0	7077910.5	3262933.0	4.7813944E7	0.0	0.0	6011392.5	9117163.0	0.0	0.0	0.0	7612019.0	4.7049732E7	0.0	0.0	0.0	1.0455103E7	5.4401132E7	0.0	1.0363475E7	0.0	0.0	2.2508184E7	0.0	8194832.0	8936238.0	4410717.5	0.0	5037057.0	0.0	
sp|A0A087WSY4|HV432_HUMAN	A0A087WSY4	HV432_HUMAN	IGHV4-30-2	118	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 4-30-2	0.95	0.9936	3	10	10	81	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3	2	13	10	14	0	0	0	0	0	0	12	10	8	0	0	0	0	0	5	0	0	0	0	0	4	0	2.9050024E7	2.7391396E7	1.1598082E7	665046.5	298684.2	284526.4	0.0	0.0	0.0	2.7243058E7	2.2547786E7	1.1609034E7	629291.75	162994.83	0.0	0.0	0.0	0.0	3.0756908E7	1.9804068E7	1.6746247E7	0.0	0.0	0.0	9697065.0	3812140.8	3815427.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A087WSY6|KVD15_HUMAN	A0A087WSY6	KVD15_HUMAN	IGKV3D-15	115	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 3D-15	1.0	0.999	4	82	21	83	0	3	9	7	7	2	1	1	1	0	3	7	5	3	2	1	1	1	0	2	10	8	5	2	0	0	1	0	1	1	2	2	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	3	9	7	7	2	1	1	1	0	3	7	5	3	2	1	1	1	0	3	10	8	5	2	0	0	1	0.0	1.1274894E7	6.8903808E7	1.34322592E8	1.73783744E8	1.21842072E8	3.6592476E7	7.5678464E7	8.9901496E7	0.0	3.696848E7	7.5640912E7	1.52093584E8	1.75957152E8	8.6904851E8	3.5262992E7	9.6734304E7	8.22762E7	0.0	2.503484E7	4.8280844E7	6.8725488E7	1.52817808E8	9.7943344E7	2.421824E7	1.05858488E8	7.514988E7	0.0	1.1378553E7	8.4278576E7	5.4181596E7	7.6478088E7	6.0668132E7	2.7328768E7	5.7713664E7	3.4338456E7	0.0	5.3166112E7	4.8636864E7	6.269756E7	7.356556E7	4.90313504E8	2.6539492E7	3.2311138E7	3.2036382E7	0.0	0.0	3.5218708E7	3.2179428E7	6.4824264E7	9.2725944E7	1.73095E7	3.9998348E7	3.2068424E7	
sp|A0A087WSZ0|KVD08_HUMAN	A0A087WSZ0	KVD08_HUMAN	IGKV1D-8	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 1D-8	1.0	0.999	5	26	26	34	0	0	0	0	5	3	0	3	0	0	0	0	0	3	1	0	0	0	0	0	1	2	8	0	0	0	0	0	0	0	0	5	3	0	3	0	0	0	0	0	3	1	0	0	0	0	0	1	2	8	0	0	0	0	0	0	0	0	7	4	0	4	0	0	0	0	0	4	3	0	0	0	0	0	2	2	8	0	0	0	0	0.0	0.0	0.0	0.0	3660320.0	6573004.0	0.0	8818053.0	0.0	0.0	0.0	0.0	0.0	2564748.2	2.5382454E7	0.0	4062750.0	0.0	0.0	0.0	0.0	2826092.0	1412052.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A087WW87|KV240_HUMAN	A0A087WW87	KV240_HUMAN	IGKV2-40	121	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 2-40	1.0	0.999	4	7	0	28	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0.0	1.3759936E7	1.3978059E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9538142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4236628E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P01614|KVD40_HUMAN
sp|A0A0A0MRZ8|KVD11_HUMAN	A0A0A0MRZ8	KVD11_HUMAN	IGKV3D-11	115	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 3D-11	1.0	0.999	4	79	0	81	1	2	5	10	6	4	1	2	1	1	1	5	5	5	3	0	1	1	1	2	5	8	5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	10	6	4	1	2	1	1	1	5	5	5	3	0	1	1	2	3	5	8	5	1	1	1	1	3.5195208E7	6.5907832E7	1.41498928E8	1.49307616E8	2.51291744E8	2.2121016E8	6.9700768E7	1.70407104E8	2.66133264E8	2.4637142E7	3.5762792E7	9.29072E7	1.34657872E8	1.73240208E8	1.20152243E9	7.1704528E7	1.50076192E8	1.73496512E8	2.3511698E7	3.6006308E7	1.17572816E8	2.43132672E8	2.1354072E8	1.56035104E8	7.738412E7	1.70405248E8	2.20257168E8	0.0	6.4464664E7	7.5460264E7	8.94582E7	1.83743584E8	1.70631856E8	0.0	1.23651256E8	1.31770616E8	0.0	0.0	7.0728392E7	9.5371816E7	1.25547608E8	1.03342579E9	0.0	1.04960784E8	0.0	0.0	0.0	8.2107552E7	1.68236432E8	1.61271744E8	1.51121072E8	0.0	1.23043776E8	1.20692512E8	sp|P04433|KV311_HUMAN
